Anoste|protein1168	GO:0003713,GO:0000124
Anogam|LOC1274328	GO:0006898,GO:0005886,GO:0043235,GO:0016324,GO:0042562
Anoalb|LOC118466492	GO:0070588,GO:0005886,GO:0070679,GO:0034703,GO:0016020,GO:0015279,GO:0005262,GO:0051480
Anoalb|LOC118457441	GO:0031267,GO:0043087,GO:0005096
Anogam|LOC1279833	GO:0005509,GO:0019853,GO:0004341
Anoara|LOC120901865	GO:0042393,GO:0035064,GO:0003682,GO:0045892,GO:0005634
Anogam|LOC1279639	GO:0006457,GO:0005783,GO:0003756
Anoste|protein13659	GO:0033499,GO:0008270,GO:0006012,GO:0005737,GO:0008108
Anoalb|LOC118467036	GO:0008504,GO:0005886,GO:0016020,GO:0005337,GO:1901642
Anoara|LOC120900940	GO:0016567,GO:0005783,GO:0016020,GO:0061630
Anogam|LOC1279810	GO:0000922,GO:0000226,GO:0051011,GO:0000930,GO:0000278,GO:0051321,GO:0051225,GO:0043015,GO:0031122,GO:0007020,GO:0005815
Anoalb|LOC118466295	GO:0005634,GO:0000978,GO:0000981,GO:0006357
Anofun|LOC125771481	GO:0005840,GO:0003735,GO:0006412
Anoalb|LOC118468756	GO:0005249,GO:0008076,GO:0042391,GO:0005886,GO:0071805
Anoalb|LOC118458607	GO:0034271,GO:0005770,GO:0034272,GO:0016236,GO:0045324,GO:0030242,GO:0004674,GO:0006623,GO:0071561
Anoalb|LOC118467612	GO:0000981,GO:0000977,GO:0006357
Anogam|LOC1271902	GO:0061630,GO:0016567,GO:0000209
Anogam|LOC1278880	GO:0004169,GO:0005783,GO:0035269
Anoalb|LOC118458900	GO:0005737
Anoara|LOC120904046	GO:0031573,GO:0071479,GO:0006281,GO:0000076,GO:0000077,GO:0030896
Anoste|protein4494	GO:0000346,GO:0000347,GO:0006406
Anoara|LOC120895843	GO:0016788,GO:0006506,GO:0005789
Anoalb|LOC118463992	GO:0031012,GO:0005615
Anoara|LOC120903340	GO:0006357,GO:0000981,GO:0005634,GO:0000978
Anogam|LOC1270586	GO:0006635,GO:0005739
Anoalb|LOC118460325	GO:0006289,GO:0005634,GO:0003697,GO:0006298,GO:0003684,GO:0000111,GO:0071942,GO:0005737
Anoste|protein7230	GO:0005112
Anogam|LOC1275513	GO:0008168,GO:0005634
Anogam|LOC1277223	GO:0043252,GO:0016020,GO:0015347,GO:0016323,GO:0055085
Anogam|LOC1271363	GO:0016887,GO:0005524,GO:0071218
Anoalb|LOC118463756	GO:0007156,GO:0005886,GO:0007411,GO:0098632,GO:0030424,GO:0070593
Anoalb|LOC118457896	GO:0005525,GO:0007264
Anogam|LOC1278513	GO:0005739
Anogam|LOC3291284	GO:0023052
Anogam|LOC133392659	GO:0005634,GO:0010468
Anofun|LOC125763766	GO:0062023
Anogam|LOC1276385	GO:0000045,GO:0034727,GO:0000407,GO:1990316,GO:0000423,GO:0005829,GO:0034497
Anoste|protein2077	GO:0005249,GO:0071805,GO:0005886,GO:0005242,GO:0042391
Anogam|LOC1271249	GO:1904668,GO:0097027,GO:0005680,GO:0031145,GO:1990757,GO:1905786,GO:0010997
Anoste|protein4963	GO:0008194
Anogam|LOC1281902	GO:0004816,GO:0006421,GO:0005739
Anogam|LOC1281025	GO:0016020,GO:0004467,GO:0005783
Anogam|LOC1281216	GO:0005634,GO:2001235,GO:0003735,GO:0022627
Anoalb|LOC118467769	GO:0008623,GO:0005634,GO:0006261,GO:0006338
Anogam|LOC1280440	GO:0005524
Anoalb|LOC118458693	GO:0005737,GO:0016831
Anoste|protein13107	GO:0042407
Anogam|LOC1274594	GO:0016298,GO:0005615,GO:0016042,GO:0017171
Anoalb|LOC118463580	GO:0008010,GO:0062129
Anoalb|LOC118459804	GO:0006509
Anoalb|LOC118459163	GO:0008175,GO:0106050,GO:0030488
Anogam|LOC5666778	GO:0031369,GO:0003743,GO:0005851,GO:0005085
Anoste|protein2160	GO:0006891,GO:0017119
Anoalb|LOC118461981	GO:0008017,GO:0000278,GO:0005874,GO:0003777,GO:0007018
Anoste|protein12785	GO:0042246,GO:0016020,GO:0007155
Anofun|LOC125770933	GO:0004222,GO:0031012,GO:0030198,GO:0006508
Anogam|LOC1279357	GO:0005789,GO:0005085,GO:0006888,GO:0003400
Anogam|LOC1269378	GO:0034427,GO:0003723,GO:0071051,GO:0000177,GO:0005730,GO:0016075,GO:0071028,GO:0034475,GO:0000176
Anofun|LOC125768717	GO:0008049,GO:0030425,GO:0030424,GO:0007635,GO:0043025
Anoalb|LOC118464077	GO:0005886,GO:0007411,GO:0098632,GO:0007156,GO:0030424,GO:0070593
Anoste|protein8927	GO:0005868,GO:0005737,GO:0007018,GO:0045505
Anoalb|LOC118468576	GO:0004672
Anofun|LOC125769664	GO:0006744,GO:0008425,GO:0008168
Anoalb|LOC118463317	GO:0016791,GO:0016311,GO:0004035
Anoste|protein4215	GO:0090374,GO:0005743,GO:0015421
Anoste|protein8552	GO:0070840,GO:0005930,GO:0035082
Anoalb|LOC118464997	GO:0032589,GO:0050808
Anogam|LOC1279259	GO:0036435,GO:0005737,GO:0005634,GO:0032435,GO:0031397,GO:1903094
Anoalb|LOC118463123	GO:0061630
Anoste|protein4234	GO:0005747,GO:0022904
Anoalb|LOC118458910	GO:0050428,GO:0000103,GO:0004020
Anoste|protein17537	GO:0003723
Anoara|LOC120905978	GO:0006457,GO:0003755,GO:0000413,GO:0016018,GO:0005737
Anogam|LOC3290378	GO:0035999,GO:0009086,GO:0004489,GO:0071949,GO:0005829
Anogam|LOC133392887	GO:0016926,GO:0016929,GO:0005634
Anoalb|LOC118462055	GO:0006352,GO:0003677
Anoalb|LOC118460758	GO:0020037,GO:0043231,GO:0016020
Anoste|protein2354	GO:0044419
Anoalb|LOC118464695	GO:0004725,GO:0007165,GO:0005829,GO:0016311
Anoste|protein18766	GO:0006357,GO:0000981,GO:0000978
Anoara|LOC120904735	GO:0099536,GO:0005886
Anofun|LOC125764954	GO:0005829,GO:0004771,GO:0019433,GO:0004806
Anogam|LOC1279925	GO:0006357,GO:0005634
Anoste|protein17801	GO:0044233,GO:0051560,GO:1990456
Anoalb|LOC118468533	GO:0043005,GO:0005886,GO:0035725,GO:0005332,GO:0006865,GO:0016020,GO:0071705
Anoste|protein2289	GO:0006614,GO:0005786,GO:0048500
Anofun|LOC125766475	GO:0005886,GO:0006196,GO:0016787,GO:0008253,GO:0009166
Anoalb|LOC118458479	GO:0005829,GO:0003785
Anogam|LOC1276256	GO:0005634,GO:0006357
Anoste|protein16891	GO:0000981,GO:0005634,GO:0006357
Anoste|protein2380	GO:0003796
Anoalb|LOC118461038	GO:0031417,GO:0017196,GO:0004596
Anoalb|LOC118458953	GO:0030335,GO:0007411,GO:0001755,GO:0005886,GO:0071526,GO:0050919,GO:0030215,GO:0045499
Anoalb|LOC118459972	GO:0030015
Anoalb|LOC118468701	GO:0000981,GO:0043565,GO:0005634,GO:0006357
Anofun|LOC125765844	GO:0006427,GO:0004821,GO:0032543,GO:0005829,GO:0003723,GO:0005739
Anoalb|LOC118461816	GO:0072659,GO:0005886
Anogam|LOC1271371	GO:0032549,GO:0003899,GO:0006351
Anogam|LOC4576639	GO:0016460
Anogam|LOC1281982	GO:0007608,GO:0005615
Anoste|protein12538	GO:0007186,GO:0005834,GO:0031681
Anoste|protein3990	GO:1990544,GO:0005743,GO:0140021,GO:1901029,GO:0005471
Anoalb|LOC118462674	GO:0004674,GO:0005737,GO:0006468
Anofun|LOC125772748	GO:0005869
Anogam|LOC3291440	GO:0016531,GO:0005758,GO:0005507,GO:0033617
Anoalb|LOC118456145	GO:0016020,GO:0022857,GO:0055085
Anogam|LOC1273451	GO:0071944
Anoste|protein1166	GO:0030992,GO:0060271,GO:0005929,GO:0005815
Anogam|LOC1277421	GO:0016405,GO:0004467,GO:0001676,GO:0046949
Anoste|protein5900	GO:0000981,GO:0003700,GO:0000978,GO:0005634,GO:0006357
Anoalb|LOC118460109	GO:0005737,GO:0008190,GO:0045947
Anoste|protein7326	GO:0047134,GO:0005829
Anogam|LOC1279324	GO:0003690,GO:0000723,GO:0042162,GO:0043564,GO:0006303
Anoste|protein338	GO:0042383,GO:0005886,GO:0016010
Anogam|LOC1271773	GO:0005783,GO:0004622
Anoste|protein17033	GO:0009653
Anofun|LOC125768764	GO:0008484
Anoalb|LOC118463679	GO:0006357,GO:0005634,GO:0030182,GO:0000978,GO:0048468,GO:0000981
Anoste|protein15902	GO:0005794,GO:0000139,GO:0016020
Anoalb|LOC118465084	GO:0030527,GO:0003677,GO:0000786
Anoste|protein6443	GO:0005929,GO:0060271,GO:0030992
Anoalb|LOC118456483	GO:0035721,GO:0036064,GO:0030991,GO:0005930,GO:0042073
Anogam|LOC1272688	GO:0005739,GO:0051603,GO:0005829,GO:0043171,GO:0004222
Anoalb|LOC118459176	GO:0006511,GO:0019871,GO:0048814,GO:0061630,GO:2000650,GO:0005737,GO:0016567
Anoalb|LOC118462985	GO:0071013
Anoalb|LOC118459370	GO:0006508,GO:0004198,GO:0005737
Anoste|protein3575	GO:0005737
Anogam|LOC1280689	GO:0006886,GO:0006605,GO:0005524
Anoste|protein2110	GO:0006357
Anoalb|LOC118457814	GO:0005615
Anogam|LOC1274348	GO:0000981,GO:0048513,GO:0006357,GO:0000978,GO:0005634,GO:0003677,GO:0003700
Anogam|LOC1278762	GO:0030532,GO:0008380
Anogam|LOC1269904	GO:0005849,GO:0031124,GO:0003729
Anofun|LOC125766428	GO:0005615,GO:0007608
Anogam|LOC1276225	GO:0101030
Anoalb|LOC118463545	GO:0005737,GO:0019005,GO:0031146
Anogam|LOC1279978	GO:0005739
Anoste|protein12834	GO:0004853,GO:0006783,GO:0005829
Anoste|protein13132	GO:0006086,GO:0005967,GO:0004739
Anogam|LOC1270617	GO:0031594,GO:0030672
Anoste|protein6615	GO:0003730
Anoste|protein6404	GO:0005929
Anoalb|LOC118457298	GO:0006886,GO:0005829,GO:0042147,GO:0000139,GO:0034066
Anoste|protein12118	GO:0044804,GO:0005829,GO:0000045,GO:0019776,GO:0000422,GO:0061723,GO:0000407
Anoste|protein18004	GO:0005737,GO:0005509
Anoalb|LOC118456547	GO:0036071,GO:0006487,GO:0046921
Anoste|protein15865	GO:1990904,GO:0005829,GO:0042256,GO:0043022,GO:0003924
Anoalb|LOC118456608	GO:0008049,GO:0030424,GO:0007635,GO:0030425,GO:0043025
Anoste|protein7593	GO:0043130,GO:0032456,GO:0031623,GO:0005769
Anoste|protein5050	GO:0006597,GO:0016768
Anoste|protein14377	GO:0031533,GO:0106005,GO:0003723
Anoalb|LOC118468781	GO:0005886,GO:0055072,GO:0016491,GO:0006826
Anogam|LOC1271955	GO:0098609,GO:0007160,GO:0033627,GO:0009897,GO:0007229,GO:0005178,GO:0008305
Anogam|LOC1281435	GO:0045944,GO:0000981,GO:0061564,GO:0003700,GO:0007423,GO:0070888,GO:0005634
Anoalb|LOC118463915	GO:0000381,GO:0016556,GO:0080009,GO:0005634
Anoste|protein8901	GO:0016887,GO:0005634
Anoste|protein5292	GO:0016624,GO:0005739,GO:0004591,GO:0030976,GO:0006099,GO:0045252
Anoalb|LOC118462699	GO:0005829,GO:0003724
Anogam|LOC3290541	GO:0006511,GO:0005634,GO:0031625,GO:0043130
Anoste|protein466	GO:0005739
Anogam|LOC1279488	GO:0006357,GO:0000981,GO:0000977
Anofun|LOC125763298	GO:0005654,GO:0060213,GO:0000932,GO:0035195
Anogam|LOC1278418	GO:0005829,GO:0051015,GO:0008360,GO:0007010,GO:0022604,GO:0016477,GO:0030866
Anoalb|LOC118467017	GO:0018343,GO:0005737,GO:0004660,GO:0004662,GO:0005965,GO:0018344,GO:0005953
Anofun|LOC125774896	GO:0006107,GO:0006541,GO:0005739,GO:0006528,GO:0050152
Anoste|protein9404	GO:0005615
Anoalb|LOC118468777	GO:0016020,GO:0005886,GO:0007608,GO:0004984,GO:0005549,GO:0050911
Anoalb|LOC118463170	GO:0048312,GO:0006996,GO:0005737,GO:0003729
Anofun|LOC125764022	GO:0016020,GO:0005385,GO:0005886,GO:0071577
Anoalb|LOC118461028	GO:0010608,GO:0005737,GO:0003730,GO:0003729,GO:0005634
Anoste|protein17348	GO:0045547,GO:1904423,GO:0016765,GO:0016094,GO:0005783
Anogam|LOC1276243	GO:0031011,GO:0071339,GO:0002151,GO:0045944,GO:0044545
Anoara|LOC120900213	GO:0005886
Anofun|LOC125768372	GO:0008484
Anoalb|LOC118461712	GO:0045893
Anogam|LOC1277869	GO:0003723,GO:0005622,GO:0004386
Anoste|protein18348	GO:0006814,GO:0015293
Anogam|LOC1273559	GO:0044716,GO:0044715
Anofun|LOC125761525	GO:0005634
Anogam|LOC3291948	GO:0005634,GO:0070577,GO:0006357
Anoste|protein12603	GO:0008234
Anoara|LOC120906540	GO:0005737,GO:0005634,GO:0006886,GO:0012506,GO:0042593
Anoalb|LOC118456236	GO:0016020
Anoalb|LOC118462665	GO:0005175,GO:0097191
Anoste|protein18369	GO:0046166,GO:0019563,GO:0005829,GO:0006096,GO:0006094,GO:0004807
Anogam|LOC1277808	GO:0000981,GO:0000978,GO:0009653,GO:0030154,GO:0006357
Anoste|protein12529	GO:0042274,GO:0006364,GO:0003735,GO:0006412,GO:0005840,GO:0030686,GO:0022627,GO:0032040
Anofun|LOC125774652	GO:0033615,GO:0005739,GO:0065003
Anoara|LOC120906279	GO:0140326,GO:0045332,GO:0005783,GO:0005886
Anoalb|LOC118456172	GO:0003755,GO:0000413,GO:0005737,GO:0043231,GO:0006457,GO:0016018
Anoste|protein7970	GO:0004843,GO:0005829,GO:0016579,GO:0031647,GO:0005634
Anoste|protein12778	GO:0019005,GO:0031146
Anoara|LOC120903908	GO:0000077,GO:0006281
Anoste|protein6169	GO:0060828,GO:0051018,GO:0019207,GO:0005737
Anoalb|LOC118459796	GO:0072320,GO:0005886,GO:0016020,GO:0005229
Anoara|LOC120893554	GO:0007409,GO:0045202,GO:0005874,GO:0005875,GO:0003779,GO:0005829,GO:0031114,GO:0043025,GO:0016358,GO:0000226,GO:0008017,GO:0030425
Anoste|protein2121	GO:0044877,GO:0008064,GO:0007015,GO:0048870,GO:0031209
Anoalb|LOC118461593	GO:0017069,GO:0008171,GO:0040031,GO:0008173
Anoste|protein11406	GO:0016020,GO:0071705,GO:0005283,GO:0035725,GO:0006865,GO:0089718,GO:0015179,GO:0005886
Anoalb|LOC118459187	GO:0003755,GO:0000413,GO:0005783
Anoalb|LOC118465931	GO:0043231,GO:0005777,GO:0035336,GO:0080019
Anoste|protein15356	GO:0008254,GO:0012505
Anoara|LOC120900834	GO:0005085,GO:0007265,GO:0005886,GO:0007264,GO:0016324
Anoste|protein14889	GO:0004309,GO:0005737
Anogam|LOC1280516	GO:0005675,GO:0000112,GO:0006367,GO:0097550,GO:0043138
Anofun|LOC125769209	GO:0016231,GO:0006517,GO:0030203,GO:0005886,GO:0016020,GO:0004563,GO:0005975
Anoalb|LOC118466847	GO:0006325,GO:0005634,GO:0042393,GO:0003677,GO:2000779
Anogam|LOC1270164	GO:0005737
Anofun|LOC125765447	GO:0004672
Anogam|LOC1270284	GO:0004370,GO:0006641,GO:0005739,GO:0016310,GO:0006071,GO:0046167
Anoste|protein7205	GO:0001517,GO:0006044,GO:0006790
Anogam|LOC1278931	GO:0061574,GO:0005737,GO:0005654,GO:0000398
Anogam|LOC4578122	GO:0070898,GO:0000126,GO:0001156
Anoalb|LOC118459142	GO:0004252
Anogam|LOC1276894	GO:0005739,GO:0016891,GO:0034587
Anoalb|LOC118467275	GO:0016020,GO:0055085
Anogam|LOC1278139	GO:0000993,GO:0031124
Anogam|LOC3291915	GO:0051092,GO:0004674,GO:0018105,GO:0033209,GO:0045944,GO:0008385,GO:0008384,GO:0005737
Anogam|LOC4577816	GO:0005737,GO:0016020,GO:0048015,GO:0046854,GO:0005886,GO:0052742,GO:0004430
Anoste|protein10975	GO:0006357,GO:0035497,GO:0000981
Anoalb|LOC118458391	GO:0070492,GO:0012505
Anoara|LOC120904526	GO:0000981,GO:0006357,GO:0005634,GO:0043565
Anoste|protein6433	GO:0000398,GO:0003723,GO:0089701
Anoalb|LOC118465225	GO:0016592,GO:0045944,GO:0008134,GO:0003713
Anoste|protein16744	GO:0006979,GO:0005634
Anoalb|LOC118456331	GO:0070478,GO:0055087
Anogam|LOC1269922	GO:0016020,GO:0005886
Anoalb|LOC118463347	GO:0031012,GO:0005615
Anoste|protein4616	GO:0030513,GO:0036122,GO:0005576
Anoara|LOC120899713	GO:0005615,GO:0062023
Anoalb|LOC118458666	GO:0140662
Anoalb|LOC118465300	GO:0070273,GO:0043325,GO:0032266,GO:0005546,GO:0010314,GO:0080025
Anoste|protein990	GO:0008045
Anoara|LOC120906618	GO:0005044,GO:0005737,GO:0016020
Anoalb|LOC118466622	GO:0005634,GO:0006357,GO:0042393,GO:0031491
Anogam|LOC3289606	GO:0000981,GO:0006357,GO:0009653,GO:0030154,GO:0000978
Anoalb|LOC118466055	GO:0051726,GO:0048024,GO:0043484,GO:0003723
Anogam|LOC5667583	GO:0003735,GO:0005840,GO:0019843,GO:0006412
Anoalb|LOC118456207	GO:0006511
Anoara|LOC120906531	GO:0043231,GO:0035091
Anoalb|LOC118465638	GO:0008134,GO:0045944,GO:0003713,GO:0016592
Anoste|protein5463	GO:0008408,GO:0008409,GO:0090503
Anogam|LOC1277951	GO:0004757,GO:0006729
Anoste|protein10075	GO:0005739,GO:0005829,GO:0006099,GO:0051539,GO:0003994
Anoste|protein15740	GO:0005654,GO:0072542,GO:0006974,GO:0030289,GO:0006470,GO:0019888
Anoalb|LOC118466157	GO:0005737,GO:0004372,GO:0005739,GO:0005634,GO:0030170,GO:0019264,GO:0046653
Anoalb|LOC118462654	GO:0005829,GO:0046580,GO:0040037,GO:0043407,GO:0048513
Anogam|LOC4578395	GO:0004222
Anogam|LOC1270647	GO:0043022,GO:0003723,GO:0006414,GO:0003746
Anogam|LOC1277930	GO:0000785
Anoste|protein1716	GO:0033819,GO:0009249
Anoste|protein10294	GO:0005737,GO:0004817,GO:0006423,GO:0005524
Anogam|LOC1278743	GO:0000978,GO:0006357,GO:0000981
Anoalb|LOC118467959	GO:0071230,GO:0043410,GO:0060090,GO:0071986,GO:0005765,GO:0001919,GO:0005085
Anoalb|LOC118467506	GO:0005576
Anoalb|LOC118461940	GO:0016121,GO:0010436,GO:0016702,GO:0042574,GO:0003834,GO:0004744
Anogam|LOC1272639	GO:0007608,GO:0005615
Anofun|LOC125763489	GO:0050911,GO:0007608,GO:0016020,GO:0005886,GO:0005549,GO:0004984
Anogam|LOC1274564	GO:0003735,GO:0003723,GO:0022625
Anogam|LOC1276827	GO:0051087
Anoara|LOC120895757	GO:0016020
Anogam|LOC1272926	GO:0005096,GO:0043087
Anoste|protein17959	GO:0004984,GO:0050911,GO:0007608,GO:0016020,GO:0005886,GO:0005549
Anoalb|LOC118458437	GO:0015918,GO:0032934
Anoara|LOC120896060	GO:0071013,GO:0003729
Anoste|protein12636	GO:0045039,GO:0005743
Anoalb|LOC118463997	GO:0044458,GO:0060294,GO:0035082,GO:0005930
Anoste|protein7700	GO:0007275,GO:0005886,GO:0033674,GO:0004714,GO:0043235,GO:0007169
Anoara|LOC120898225	GO:0030490,GO:0003723,GO:0005730
Anoste|protein5508	GO:0018230,GO:0005794,GO:0019706,GO:0016409,GO:0006612,GO:0005783
Anoalb|LOC118466859	GO:0008310,GO:0003697,GO:0000712
Anoara|LOC120894577	GO:0003729,GO:0007399,GO:0005737,GO:0005634,GO:0000381
Anoalb|LOC118468716	GO:0009249,GO:0033819
Anogam|LOC1271366	GO:0009435,GO:0000309,GO:0004515
Anoalb|LOC118458311	GO:0035529,GO:0051287,GO:0047631
Anoara|LOC120893428	GO:0006357,GO:0000978,GO:0000981,GO:0030182,GO:0007417,GO:0005634
Anofun|LOC125762005	GO:0047429
Anofun|LOC125760630	GO:0031267,GO:0005794,GO:0007030,GO:0006888
Anogam|LOC1272837	GO:0016020
Anoalb|LOC118457893	GO:0005576
Anogam|LOC4576767	GO:0031012,GO:0005615
Anoste|protein8946	GO:0006506
Anofun|LOC125768776	GO:0005737,GO:0016791
Anoalb|LOC118467764	GO:0016020,GO:0006094,GO:0004346,GO:0051156
Anoalb|LOC118460112	GO:0055085,GO:0140358,GO:0015662,GO:0016020,GO:0019829,GO:0006874,GO:0005789
Anoalb|LOC118464462	GO:0097602,GO:0045116,GO:0032182,GO:0031624,GO:0000151
Anogam|LOC3292088	GO:0035869,GO:0060271,GO:0036064
Anoste|protein17554	GO:0016491,GO:0050660
Anoste|protein14663	GO:0003729,GO:0003730,GO:0010608,GO:0005737,GO:0005634
Anogam|LOC1281806	GO:0005634
Anoalb|LOC118459164	GO:0006357,GO:0005634,GO:0000981,GO:0000978
Anoste|protein3930	GO:0007018,GO:0003777
Anoalb|LOC118459366	GO:0007608,GO:0035275,GO:0042048,GO:0005576
Anoalb|LOC118456374	GO:0043328,GO:0033565
Anoste|protein2832	GO:0044183,GO:0005789,GO:0045048
Anoste|protein6476	GO:0005737
Anofun|LOC125770323	GO:0000779,GO:0000796,GO:0007076,GO:0042393,GO:0010032
Anogam|LOC3291410	GO:0005085,GO:0005737
Anofun|LOC125767587	GO:0005634
Anogam|LOC5667596	GO:0005634,GO:0003713,GO:0045944
Anoste|protein12050	GO:0005198,GO:0090110,GO:0006888,GO:0007029,GO:0030127,GO:0070971
Anoalb|LOC118468389	GO:0006419,GO:0004813,GO:0005739,GO:0002161
Anoalb|LOC118466044	GO:0042284,GO:0046513
Anofun|LOC125765736	GO:0000302,GO:0005737,GO:0006629
Anogam|LOC1272593	GO:0030139,GO:0032465,GO:0032154,GO:0055038,GO:0032456,GO:0030496
Anoalb|LOC118460694	GO:0003723,GO:0005655,GO:0008033
Anoalb|LOC118467439	GO:0098887
Anoalb|LOC118467145	GO:0005615,GO:0030198,GO:0031012,GO:0062023,GO:0030020
Anoalb|LOC118467721	GO:0042246,GO:0016020,GO:0007155
Anogam|LOC1271822	GO:0008146,GO:0008467
Anoalb|LOC118467668	GO:0031085,GO:0005085
Anoste|protein8241	GO:0005874,GO:0007017
Anogam|LOC1274353	GO:0005856
Anogam|LOC1269373	GO:0006614,GO:0005047,GO:0005786,GO:0030942,GO:0008312
Anogam|LOC1280581	GO:0006631,GO:0031956
Anoara|LOC120901878	GO:0000460
Anoalb|LOC118461740	GO:0006406,GO:0003729,GO:0005634
Anogam|LOC1272628	GO:0005829,GO:0005524,GO:0000166,GO:0004832,GO:0006438
Anofun|LOC125763710	GO:0045944,GO:0044545
Anogam|LOC1279805	GO:0098554,GO:0033619,GO:0016020,GO:0042500,GO:0098553,GO:0006465
Anofun|LOC125768038	GO:0004222
Anoalb|LOC118463438	GO:0016020,GO:0015232,GO:0020037,GO:0051184,GO:0097037
Anoalb|LOC118461317	GO:0045039,GO:0042721
Anoalb|LOC118468556	GO:0008234
Anogam|LOC1272123	GO:0004567,GO:0006516
Anoste|protein5200	GO:0005686,GO:0005684,GO:0003723
Anoste|protein13791	GO:0007062,GO:0008278,GO:0003682,GO:1990414
Anoste|protein7347	GO:0007275,GO:0008013,GO:0016342,GO:0016477,GO:0098609,GO:0098742,GO:0045296
Anoalb|LOC118465729	GO:0005886,GO:0004714,GO:0043235,GO:0033674,GO:0007275,GO:0010976,GO:0007169,GO:0051897
Anoste|protein7710	GO:0005319
Anogam|LOC1275271	GO:0032589,GO:0050808
Anoste|protein5518	GO:0007034,GO:0032511,GO:0006900,GO:0005771
Anoste|protein7523	GO:0005769
Anoara|LOC120899795	GO:0005096
Anogam|LOC1280316	GO:0008180
Anoste|protein14702	GO:0030532,GO:0008380
Anofun|LOC125764216	GO:0016589,GO:0071339
Anogam|LOC1279920	GO:0003723,GO:0003729,GO:0008033,GO:0045727,GO:0005829,GO:0010494,GO:0005634
Anoste|protein3089	GO:0008010,GO:0062129
Anoalb|LOC118460194	GO:0006364,GO:0005730,GO:0030515,GO:0030688,GO:0005737
Anogam|LOC1276424	GO:0005634,GO:0030154,GO:0006357,GO:0003700,GO:0000981
Anoara|LOC120901217	GO:0000977,GO:0006990,GO:0005634,GO:0000981
Anogam|LOC1272103	GO:0005874,GO:0007018,GO:0003777,GO:0007019
Anoalb|LOC118457497	GO:0005737
Anoalb|LOC118468536	GO:0006611
Anoste|protein17353	GO:0005737,GO:0005905,GO:0048268,GO:0072583,GO:0030136,GO:0005886
Anoste|protein6269	GO:0005634,GO:0003682,GO:0046976,GO:0006338,GO:0042054,GO:0031507,GO:0035098
Anoara|LOC120905395	GO:0008173,GO:0001510,GO:0005730,GO:0000470,GO:0009383,GO:0070475
Anoara|LOC120893711	GO:0005737,GO:0016442,GO:0003725,GO:0035197,GO:0070920,GO:0005634,GO:0030422,GO:0070578
Anogam|LOC1281560	GO:0016558,GO:0016887,GO:0005778,GO:0005829
Anoara|LOC120897496	GO:0006032,GO:0004568,GO:0008061,GO:0005576
Anoalb|LOC118458367	GO:0005104,GO:0008543,GO:0005068,GO:0005737,GO:0007169
Anofun|LOC125763283	GO:0009247,GO:0005811,GO:0005886,GO:0005739
Anofun|LOC125771983	GO:0043025,GO:0030424,GO:0007635,GO:0030425,GO:0008049
Anoalb|LOC118464369	GO:0005778,GO:0005829,GO:0005052,GO:0016560
Anoalb|LOC118459556	GO:0030992,GO:0120170,GO:0042073,GO:0005879
Anoste|protein5108	GO:0000027,GO:0003723,GO:0005730
Anogam|LOC1280535	GO:0000244,GO:0097526,GO:0000398,GO:0046540,GO:0071011,GO:0005687
Anogam|LOC11176059	GO:0005739
Anogam|LOC1271774	GO:0019695,GO:0006581,GO:0052689,GO:0005615,GO:0003990,GO:0005886
Anoalb|LOC118467198	GO:0003333,GO:0015179
Anoara|LOC120898086	GO:0005634,GO:0031593,GO:0004222,GO:0006974,GO:0003697
Anoalb|LOC118464003	GO:0043565,GO:0042795,GO:0019185,GO:0042796
Anofun|LOC125764864	GO:0007051,GO:0000278,GO:0051295,GO:0000922,GO:0005516
Anoste|protein8337	GO:0005829,GO:0070012
Anoalb|LOC118463363	GO:0005758
Anoalb|LOC118461088	GO:0030424,GO:0007411,GO:0005886,GO:0098609
Anoste|protein5907	GO:0035598,GO:0035600,GO:0005783
Anoste|protein2802	GO:0001056,GO:0005666,GO:0005736,GO:0005665,GO:0006360,GO:0001054,GO:0042797,GO:0006366,GO:0001055
Anoalb|LOC118466268	GO:0006357,GO:0000978,GO:0000981
Anogam|LOC1269767	GO:0031490,GO:0030514,GO:0006998
Anofun|LOC125762405	GO:0007035,GO:0051117,GO:0046961,GO:0033179,GO:0016471,GO:0005886,GO:1902600
Anogam|LOC1272064	GO:0005737,GO:0070682,GO:0005634
Anogam|LOC1271555	GO:0042761,GO:0018812,GO:0030148,GO:0030497,GO:0005789
Anoara|LOC120900364	GO:0033897,GO:0005576,GO:0004521,GO:0003723,GO:0006401
Anoalb|LOC118461588	GO:0034427,GO:0006401,GO:0055087
Anoalb|LOC118465180	GO:0005737
Anoste|protein7046	GO:0005615,GO:0017171,GO:0016298,GO:0016042
Anofun|LOC125771330	GO:0001682,GO:0003723,GO:0000172
Anoalb|LOC118456783	GO:0045743,GO:0045742
Anoste|protein8461	GO:0004846,GO:0005777,GO:0019628,GO:0006145
Anogam|LOC1274362	GO:0008374,GO:0006629,GO:0019432,GO:0006072,GO:0031966,GO:0008654,GO:0006631,GO:0004366
Anoara|LOC120905522	GO:0005783,GO:0004571,GO:1904382,GO:0000139
Anogam|LOC1269342	GO:0005762,GO:0005761,GO:0032543,GO:0003735,GO:0006412
Anofun|LOC125767913	GO:0006900,GO:0032511,GO:0005771,GO:0000815,GO:0007034
