Anogam|LOC3291310	-
Anofun|LOC125768716	GO:0005539(PANTHER)|GO:0008449(PANTHER)
Anofun|LOC125763775	-
Anoalb|LOC118460645	GO:0004867(InterPro)|GO:0005615(InterPro)|GO:0005615(PANTHER)
Anogam|LOC1273608	GO:0004356(PANTHER)|GO:0005737(PANTHER)|GO:0006542(PANTHER)
Anogam|LOC1277163	GO:0004842(InterPro)|GO:0016567(InterPro)
Anoste|protein4974	GO:0005811(PANTHER)|GO:0016616(PANTHER)
Anoalb|LOC118458220	GO:0005789(PANTHER)|GO:0019915(PANTHER)|GO:0019915(InterPro)|GO:0034389(PANTHER)
Anoalb|LOC118465519	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0003677(InterPro)|GO:0006355(InterPro)|GO:0006357(PANTHER)|GO:0048856(PANTHER)
Anoalb|LOC118464678	GO:0004035(PANTHER)|GO:0016311(PANTHER)|GO:0016791(InterPro)
Anoara|LOC120902907	GO:0003729(PANTHER)|GO:0005730(PANTHER)
Anogam|LOC3290121	GO:0005886(PANTHER)
Anogam|LOC4577275	GO:0000973(PANTHER)|GO:0005643(InterPro)|GO:0006406(PANTHER)|GO:0006606(PANTHER)|GO:0017056(InterPro)|GO:0017056(PANTHER)|GO:0031080(PANTHER)
Anogam|LOC133391638	-
Anoara|LOC120897234	GO:0005634(PANTHER)
Anogam|LOC1269682	GO:0004089(PANTHER)|GO:0004089(InterPro)|GO:0005737(PANTHER)|GO:0008270(InterPro)
Anoalb|LOC118464570	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0006355(PANTHER)
Anoste|protein11041	-
Anoalb|LOC118456518	GO:0004930(PANTHER)|GO:0005886(PANTHER)
Anoste|protein10284	-
Anogam|LOC1275898	GO:0005634(PANTHER)|GO:0010468(PANTHER)
Anoalb|LOC118456436	GO:0016020(PANTHER)
Anoste|protein4309	GO:0000166(InterPro)|GO:0003723(PANTHER)|GO:0004815(PANTHER)|GO:0004815(InterPro)|GO:0005524(InterPro)|GO:0005737(InterPro)|GO:0005829(PANTHER)|GO:0006422(InterPro)|GO:0006422(PANTHER)|GO:0017101(PANTHER)
Anoalb|LOC118466808	GO:0005658(PANTHER)|GO:0006269(PANTHER)|GO:0006269(InterPro)|GO:0006270(PANTHER)
Anoalb|LOC118460465	-
Anoste|protein5515	-
Anofun|LOC125763200	GO:0005272(InterPro)|GO:0005886(PANTHER)|GO:0006814(InterPro)|GO:0015280(PANTHER)|GO:0016020(InterPro)|GO:0035725(PANTHER)
Anoalb|LOC118462647	-
Anoalb|LOC118460405	-
Anoalb|LOC118457600	GO:0005096(PANTHER)|GO:0005096(InterPro)|GO:0043547(InterPro)|GO:0043547(PANTHER)
Anoalb|LOC118467511	-
Anoste|protein15237	GO:0004601(InterPro)|GO:0004601(PANTHER)|GO:0006979(InterPro)
Anoste|protein16797	GO:0000139(PANTHER)|GO:0004252(PANTHER)|GO:0005802(PANTHER)|GO:0016020(PANTHER)|GO:0016485(PANTHER)
Anofun|LOC125761625	GO:0005886(PANTHER)|GO:0016020(InterPro)
Anogam|LOC1281930	GO:0008239(PANTHER)
Anogam|LOC1271952	GO:0000165(PANTHER)|GO:0004708(PANTHER)|GO:0051403(PANTHER)
Anofun|LOC125768828	GO:0002098(InterPro)|GO:0033588(PANTHER)|GO:0033588(InterPro)
Anoste|protein2370	GO:0000413(PANTHER)|GO:0003755(PANTHER)|GO:0005737(PANTHER)|GO:0006457(PANTHER)|GO:0016018(PANTHER)|GO:0043231(PANTHER)
Anogam|LOC1281758	-
Anoste|protein11593	GO:0036444(InterPro)|GO:0036444(PANTHER)|GO:0051560(InterPro)|GO:0051560(PANTHER)|GO:1990246(PANTHER)|GO:1990246(InterPro)
Anoste|protein5598	GO:0004252(PANTHER)|GO:0004252(InterPro)|GO:0005777(PANTHER)|GO:0005777(InterPro)|GO:0016485(PANTHER)|GO:0016485(InterPro)|GO:0031998(PANTHER)
Anoalb|LOC118465364	GO:0005737(PANTHER)|GO:0005739(PANTHER)|GO:0016407(PANTHER)|GO:0031405(PANTHER)
Anoalb|LOC118467942	GO:0005886(PANTHER)
Anogam|LOC1268291	GO:0004392(InterPro)|GO:0006788(InterPro)
Anoste|protein18223	-
Anogam|LOC1281775	-
Anoalb|LOC118465311	-
Anoalb|LOC118460100	GO:0016020(PANTHER)|GO:0022857(PANTHER)|GO:0022857(InterPro)|GO:0055085(PANTHER)|GO:0055085(InterPro)
Anoara|LOC120894642	GO:0005737(PANTHER)|GO:0006886(PANTHER)|GO:0007034(PANTHER)
Anoste|protein10064	GO:0005615(PANTHER)
Anoalb|LOC118459513	GO:0005637(PANTHER)|GO:0005789(PANTHER)|GO:0006695(PANTHER)|GO:0016126(PANTHER)|GO:0016627(PANTHER)|GO:0050613(PANTHER)
Anoalb|LOC118463102	-
Anoste|protein12779	GO:0005737(PANTHER)
Anoalb|LOC118465360	GO:0004252(PANTHER)
Anoste|protein10215	-
Anoalb|LOC118466345	GO:0005737(PANTHER)|GO:0031267(PANTHER)|GO:0036064(PANTHER)|GO:0051959(PANTHER)|GO:0060271(PANTHER)
Anogam|LOC5667629	GO:0000122(PANTHER)|GO:0000785(PANTHER)|GO:0003682(PANTHER)|GO:0035064(PANTHER)|GO:0035102(PANTHER)
Anogam|LOC3290957	GO:0000978(PANTHER)|GO:0001228(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)
Anofun|LOC125764129	-
Anoalb|LOC118465404	GO:0005730(PANTHER)|GO:0006357(PANTHER)
Anoara|LOC120903692	-
Anoste|protein17000	GO:0005634(PANTHER)|GO:0016567(PANTHER)|GO:0031461(PANTHER)|GO:0031625(PANTHER)|GO:0032436(PANTHER)|GO:1990756(PANTHER)
Anoara|LOC120903986	GO:0005778(InterPro)|GO:0007031(InterPro)|GO:0008270(InterPro)|GO:0016558(InterPro)
Anoste|protein638	GO:0005783(PANTHER)|GO:0005794(PANTHER)|GO:0005886(PANTHER)|GO:0016020(InterPro)
Anogam|LOC1273556	-
Anoalb|LOC118462553	GO:0016020(PANTHER)
Anoste|protein8247	GO:0000124(PANTHER)|GO:0005634(InterPro)|GO:0005669(PANTHER)|GO:0006352(InterPro)|GO:0006367(PANTHER)|GO:0016251(PANTHER)|GO:1990841(PANTHER)
Anoara|LOC120894660	GO:0005672(PANTHER)|GO:0005672(InterPro)|GO:0006366(PANTHER)|GO:0006367(InterPro)
Anogam|LOC3290258	-
Anoste|protein13796	GO:0004383(PANTHER)|GO:0008074(PANTHER)|GO:0019934(PANTHER)|GO:0070482(PANTHER)
Anoste|protein14004	GO:0000398(InterPro)|GO:0005689(InterPro)
Anoalb|LOC118459177	GO:0006508(PANTHER)|GO:0008239(PANTHER)
Anogam|LOC1281703	GO:0004674(PANTHER)|GO:0018105(PANTHER)|GO:0035556(PANTHER)
Anoste|protein14586	GO:0002020(PANTHER)|GO:0005886(PANTHER)|GO:0016600(PANTHER)|GO:0031410(PANTHER)|GO:0045661(PANTHER)|GO:0072659(PANTHER)
Anofun|LOC125766081	GO:0016020(PANTHER)|GO:0016020(InterPro)|GO:0072657(PANTHER)
Anoste|protein6137	GO:0005777(PANTHER)|GO:0035336(PANTHER)|GO:0043231(PANTHER)|GO:0080019(PANTHER)|GO:0080019(InterPro)
Anogam|LOC5667924	GO:0000302(PANTHER)|GO:0005737(PANTHER)|GO:0006629(PANTHER)
Anogam|LOC1280643	GO:0001664(PANTHER)|GO:0004672(PANTHER)|GO:0004703(PANTHER)|GO:0006468(PANTHER)|GO:0007186(PANTHER)|GO:0009966(PANTHER)
Anofun|LOC125762133	GO:0000977(PANTHER)|GO:0000981(PANTHER)|GO:0006357(PANTHER)
Anofun|LOC125760619	-
Anoalb|LOC118464731	GO:0005267(InterPro)|GO:0005886(PANTHER)|GO:0015271(PANTHER)|GO:0016020(InterPro)|GO:0022841(PANTHER)|GO:0030322(PANTHER)|GO:0071805(PANTHER)|GO:0071805(InterPro)
Anoalb|LOC118457925	-
Anogam|LOC1280806	GO:0140575(InterPro)
Anoalb|LOC118463864	GO:0098609(PANTHER)
Anoalb|LOC118467529	GO:0005886(PANTHER)|GO:0007186(PANTHER)|GO:0008528(PANTHER)
Anogam|LOC4397703	-
Anoste|protein246	-
Anoara|LOC120901217	GO:0000977(PANTHER)|GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0006990(PANTHER)
Anoalb|LOC118456938	GO:0000932(PANTHER)|GO:0031087(PANTHER)|GO:0031087(InterPro)
Anogam|LOC133391877	-
Anogam|LOC1278846	GO:0005930(PANTHER)|GO:0045504(PANTHER)|GO:0097546(PANTHER)
Anogam|LOC1277840	-
Anogam|LOC1271774	GO:0003990(PANTHER)|GO:0005615(PANTHER)|GO:0005886(PANTHER)|GO:0006581(PANTHER)|GO:0019695(PANTHER)|GO:0052689(PANTHER)
Anogam|LOC1271363	GO:0005524(InterPro)|GO:0016887(InterPro)|GO:0071218(PANTHER)
Anoste|protein16660	GO:0004482(PANTHER)|GO:0004482(InterPro)|GO:0005634(PANTHER)|GO:0005845(PANTHER)|GO:0006370(PANTHER)
Anoalb|LOC118462932	GO:0003839(PANTHER)|GO:0003839(InterPro)
Anoalb|LOC118463283	GO:0008010(PANTHER)|GO:0062129(PANTHER)
Anoalb|LOC118459069	GO:0003677(PANTHER)|GO:0003723(PANTHER)|GO:0005730(PANTHER)|GO:0042273(PANTHER)|GO:0042274(PANTHER)
Anogam|LOC3291665	GO:0004394(PANTHER)|GO:0008146(PANTHER)|GO:0008146(InterPro)|GO:0015014(PANTHER)|GO:0015015(PANTHER)|GO:0016020(InterPro)
Anogam|LOC4577140	GO:0016491(PANTHER)|GO:0016671(InterPro)
Anogam|LOC1274200	GO:0005634(PANTHER)
Anogam|LOC1280769	-
Anoste|protein3161	GO:0004144(PANTHER)|GO:0005789(PANTHER)|GO:0006629(PANTHER)|GO:0008374(PANTHER)|GO:0019432(PANTHER)
Anoalb|LOC118467047	GO:0005246(PANTHER)|GO:0005525(PANTHER)|GO:0005886(PANTHER)
Anoste|protein10108	-
Anoalb|LOC118468751	GO:0005739(PANTHER)
Anoalb|LOC118456967	GO:0016020(PANTHER)
Anoste|protein14126	GO:0005737(PANTHER)|GO:0010507(PANTHER)|GO:0019903(PANTHER)|GO:0046856(PANTHER)
Anoalb|LOC118457837	GO:0032589(PANTHER)|GO:0050808(PANTHER)
Anoalb|LOC118457713	GO:0008028(PANTHER)|GO:0015718(PANTHER)
Anogam|LOC1279658	-
Anogam|LOC133391253	-
Anogam|LOC1281056	GO:0004553(InterPro)|GO:0005975(InterPro)
Anoalb|LOC118458461	GO:0003678(PANTHER)|GO:0005524(PANTHER)|GO:0005634(PANTHER)|GO:0010569(PANTHER)|GO:0032508(PANTHER)|GO:0045910(PANTHER)|GO:0070182(PANTHER)|GO:0090657(PANTHER)|GO:1904430(PANTHER)
Anogam|LOC11175755	-
Anoalb|LOC118456810	GO:0005615(PANTHER)|GO:0062023(PANTHER)
Anogam|LOC4578289	-
Anoara|LOC120905612	GO:0005313(PANTHER)|GO:0006810(PANTHER)|GO:0015183(PANTHER)|GO:0015810(PANTHER)|GO:0015813(PANTHER)|GO:0022857(PANTHER)|GO:0043490(PANTHER)
Anoara|LOC120904156	GO:0000981(PANTHER)|GO:0006357(PANTHER)|GO:0035497(PANTHER)
Anoste|protein17959	GO:0004984(PANTHER)|GO:0004984(InterPro)|GO:0005549(InterPro)|GO:0005886(PANTHER)|GO:0007608(InterPro)|GO:0016020(InterPro)|GO:0050911(PANTHER)
Anogam|LOC1276295	GO:0005509(PANTHER)|GO:0005793(PANTHER)|GO:0070062(PANTHER)
Anoste|protein13160	GO:0005737(PANTHER)|GO:0006480(PANTHER)|GO:0006480(InterPro)|GO:0008168(InterPro)|GO:0008168(PANTHER)|GO:0071885(PANTHER)
Anoalb|LOC118464230	GO:0003796(PANTHER)|GO:0003796(InterPro)
Anoste|protein4512	-
Anogam|LOC133393104	-
Anoste|protein13706	GO:0005741(PANTHER)|GO:0010506(InterPro)|GO:0051537(InterPro)|GO:0051537(PANTHER)
Anoste|protein7980	GO:0005789(PANTHER)|GO:0009922(PANTHER)|GO:0009922(InterPro)|GO:0016020(InterPro)|GO:0019367(PANTHER)|GO:0030148(PANTHER)|GO:0034625(PANTHER)|GO:0034626(PANTHER)|GO:0042761(PANTHER)
Anogam|LOC1270784	GO:0005634(PANTHER)|GO:0006357(PANTHER)|GO:1990837(PANTHER)
Anoalb|LOC118461345	GO:0000118(PANTHER)|GO:0003714(PANTHER)|GO:0005667(PANTHER)|GO:0006357(PANTHER)|GO:0045892(PANTHER)
Anoalb|LOC118459703	-
Anoste|protein13766	GO:0005049(PANTHER)|GO:0005049(InterPro)|GO:0005643(PANTHER)|GO:0005737(PANTHER)|GO:0006611(PANTHER)|GO:0051169(InterPro)
Anoste|protein15707	GO:0000978(PANTHER)|GO:0003700(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)
Anoalb|LOC118460012	GO:0004653(PANTHER)|GO:0005794(PANTHER)|GO:0006493(PANTHER)
Anoste|protein5905	-
Anoste|protein16466	-
Anogam|LOC1280274	-
Anogam|LOC1273894	GO:0005844(PANTHER)
Anogam|LOC1277797	GO:0016020(PANTHER)|GO:1902936(PANTHER)
Anofun|LOC125762551	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)
Anofun|LOC125771459	-
Anoste|protein13358	GO:0005737(PANTHER)|GO:0007224(PANTHER)
Anoste|protein4926	-
Anogam|LOC1277861	GO:0005643(InterPro)|GO:0006999(PANTHER)|GO:0017056(PANTHER)|GO:0044611(PANTHER)
Anofun|LOC125772326	-
Anoalb|LOC118458161	-
Anoste|protein16804	-
Anoalb|LOC118460157	GO:0032991(PANTHER)
Anoalb|LOC118460099	-
Anogam|LOC1270724	-
Anogam|LOC4576641	-
Anoste|protein16242	GO:0004888(InterPro)|GO:0005216(InterPro)|GO:0016020(InterPro)|GO:0034220(InterPro)
Anogam|LOC11175547	GO:0006509(PANTHER)
Anogam|LOC1281504	GO:0003743(PANTHER)|GO:0005737(PANTHER)|GO:0006413(PANTHER)
Anoste|protein6601	GO:0001054(PANTHER)|GO:0001055(PANTHER)|GO:0001056(PANTHER)|GO:0003899(InterPro)|GO:0005665(PANTHER)|GO:0005666(PANTHER)|GO:0005736(PANTHER)|GO:0006362(PANTHER)|GO:0006366(PANTHER)|GO:0042797(PANTHER)
Anogam|LOC1271019	GO:0000398(PANTHER)|GO:0071014(PANTHER)
Anogam|LOC4577523	-
Anoste|protein13805	GO:0004842(InterPro)|GO:0016567(InterPro)
Anoalb|LOC118461668	GO:0005765(PANTHER)|GO:0005886(PANTHER)|GO:0016020(InterPro)|GO:0031902(PANTHER)|GO:0072594(PANTHER)
Anoalb|LOC118467774	-
Anofun|LOC125765075	-
Anoste|protein9146	-
Anoste|protein3778	GO:0003735(PANTHER)|GO:0005762(PANTHER)
Anogam|LOC1280473	GO:0016020(PANTHER)|GO:0022857(PANTHER)|GO:0055085(PANTHER)
Anoste|protein6822	GO:0000398(InterPro)
Anogam|LOC1278776	-
Anoalb|LOC118459164	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)
Anoste|protein8926	GO:0000127(PANTHER)|GO:0000127(InterPro)|GO:0001002(PANTHER)|GO:0001003(PANTHER)|GO:0006384(InterPro)
Anoste|protein10788	GO:0005484(PANTHER)|GO:0005886(PANTHER)|GO:0006887(PANTHER)|GO:0006906(PANTHER)|GO:0016082(PANTHER)|GO:0019905(PANTHER)|GO:0031201(PANTHER)|GO:0031629(PANTHER)
Anogam|LOC1271682	GO:0005789(InterPro)|GO:0005789(PANTHER)|GO:0005886(PANTHER)|GO:0033149(PANTHER)|GO:0061817(PANTHER)|GO:0090158(PANTHER)
Anoste|protein13776	GO:0008234(InterPro)
Anoste|protein7085	GO:0005739(PANTHER)|GO:0015629(PANTHER)|GO:0016324(PANTHER)|GO:0016529(PANTHER)|GO:0030136(PANTHER)|GO:0030833(PANTHER)|GO:0043066(InterPro)|GO:0043066(PANTHER)
Anoste|protein14532	GO:0000111(PANTHER)|GO:0003684(PANTHER)|GO:0003684(InterPro)|GO:0003697(PANTHER)|GO:0005634(InterPro)|GO:0005737(PANTHER)|GO:0006289(PANTHER)|GO:0006289(InterPro)|GO:0006298(PANTHER)|GO:0071942(PANTHER)
Anogam|LOC1271575	GO:0000151(PANTHER)|GO:0006511(PANTHER)
Anoalb|LOC118467296	GO:0005737(PANTHER)|GO:0006469(PANTHER)|GO:0032007(PANTHER)|GO:0032007(InterPro)|GO:0048011(InterPro)
Anoste|protein7397	GO:0004356(PANTHER)|GO:0005737(PANTHER)|GO:0006542(PANTHER)
Anoste|protein6480	GO:0003735(PANTHER)|GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)|GO:0022618(PANTHER)|GO:0022625(PANTHER)
Anoalb|LOC118468303	GO:0005096(PANTHER)|GO:0005737(PANTHER)|GO:0005886(PANTHER)|GO:0006893(PANTHER)|GO:0008593(PANTHER)|GO:0019905(PANTHER)|GO:0030864(PANTHER)|GO:0030866(PANTHER)|GO:0032878(PANTHER)|GO:0045159(PANTHER)|GO:0051294(PANTHER)
Anofun|LOC125765068	-
Anogam|LOC1277889	-
Anoalb|LOC118465649	GO:0005737(PANTHER)|GO:0042030(PANTHER)|GO:0051087(PANTHER)
Anoste|protein17737	GO:0035869(PANTHER)|GO:0036038(InterPro)|GO:0060271(InterPro)|GO:0060271(PANTHER)
Anogam|LOC1275410	GO:0004674(PANTHER)|GO:0004693(PANTHER)|GO:0005634(PANTHER)|GO:0006468(PANTHER)|GO:0008353(PANTHER)
Anoalb|LOC118457466	GO:0043005(PANTHER)
Anoste|protein14186	GO:0008239(PANTHER)
Anogam|LOC133392724	-
Anoste|protein1704	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
Anoara|LOC120900072	GO:0004450(PANTHER)|GO:0004450(InterPro)|GO:0005739(PANTHER)|GO:0005777(PANTHER)|GO:0005829(PANTHER)|GO:0006102(PANTHER)|GO:0006102(InterPro)|GO:0006739(PANTHER)
Anogam|LOC5668157	GO:0008270(PANTHER)
Anoste|protein1489	GO:0005516(PANTHER)|GO:0005886(PANTHER)|GO:0007268(InterPro)|GO:0016081(PANTHER)|GO:0016082(PANTHER)|GO:0017075(PANTHER)|GO:0019992(InterPro)|GO:0030672(PANTHER)|GO:0031594(PANTHER)|GO:0035249(PANTHER)|GO:0042734(PANTHER)|GO:0043195(PANTHER)|GO:0061789(PANTHER)|GO:0098831(PANTHER)|GO:0099525(PANTHER)
Anoalb|LOC118457032	-
Anogam|LOC1274945	GO:0015149(PANTHER)|GO:0015749(PANTHER)|GO:0016020(PANTHER)
Anoste|protein11989	-
Anoalb|LOC118466353	GO:0006898(PANTHER)|GO:0007032(InterPro)|GO:0010008(PANTHER)|GO:2000641(InterPro)
Anogam|LOC1280316	GO:0008180(PANTHER)
Anoste|protein13072	GO:0005730(PANTHER)|GO:0005730(InterPro)|GO:0030687(PANTHER)|GO:0042273(InterPro)|GO:0042273(PANTHER)
Anoara|LOC120896003	GO:0003887(PANTHER)|GO:0005634(PANTHER)|GO:0017125(PANTHER)|GO:0042276(PANTHER)|GO:0070987(PANTHER)
Anoalb|LOC118466146	GO:0008265(PANTHER)|GO:0043545(PANTHER)
Anoste|protein17480	-
Anogam|LOC1269169	GO:0004402(InterPro)|GO:0005634(InterPro)|GO:0031509(InterPro)
Anoalb|LOC118463140	GO:0008194(PANTHER)
Anoalb|LOC118466010	GO:0005925(PANTHER)|GO:0007165(PANTHER)|GO:0007185(PANTHER)|GO:0007409(PANTHER)|GO:0019903(PANTHER)|GO:0030424(PANTHER)|GO:0035591(PANTHER)
Anoalb|LOC118462047	GO:0005634(PANTHER)|GO:0008143(PANTHER)
Anoste|protein11264	GO:0003857(PANTHER)|GO:0005739(PANTHER)|GO:0006635(PANTHER)
Anogam|LOC133393380	GO:0003729(PANTHER)|GO:0003743(PANTHER)|GO:0016281(PANTHER)
Anoalb|LOC118459026	GO:0005737(PANTHER)|GO:0006473(PANTHER)|GO:0008080(InterPro)|GO:0008080(PANTHER)|GO:1905502(PANTHER)
Anoalb|LOC118456627	GO:0006482(PANTHER)|GO:0006482(InterPro)|GO:0051723(InterPro)|GO:0051723(PANTHER)
Anofun|LOC125764213	-
Anoalb|LOC118457234	-
Anoalb|LOC118458319	GO:0000978(PANTHER)|GO:0003700(PANTHER)|GO:0006357(PANTHER)
Anoste|protein15425	-
Anoalb|LOC118457236	GO:0005886(PANTHER)|GO:0005911(PANTHER)|GO:0050839(PANTHER)|GO:0098609(PANTHER)
Anoalb|LOC118466895	GO:0006390(PANTHER)|GO:0006392(InterPro)|GO:0030337(PANTHER)|GO:0042645(PANTHER)
Anoalb|LOC118466701	-
Anogam|LOC1271672	GO:0005096(PANTHER)|GO:0090630(PANTHER)
Anoste|protein6361	-
Anoalb|LOC118466983	-
Anoste|protein2259	GO:0015031(InterPro)
Anogam|LOC133391568	-
Anoalb|LOC118466767	-
Anoste|protein14050	GO:0033178(InterPro)|GO:0046961(InterPro)|GO:1902600(InterPro)
Anoste|protein8299	GO:0004568(PANTHER)|GO:0005576(PANTHER)|GO:0006032(PANTHER)|GO:0008061(PANTHER)
Anoalb|LOC118457368	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0006355(PANTHER)
Anogam|LOC4577423	GO:0000122(PANTHER)|GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0003700(InterPro)|GO:0005634(PANTHER)|GO:0006357(InterPro)|GO:0045165(PANTHER)|GO:0045944(PANTHER)
Anoste|protein10170	GO:0005737(PANTHER)|GO:0005739(PANTHER)|GO:0005876(PANTHER)|GO:0008017(PANTHER)|GO:0097431(PANTHER)
Anofun|LOC125767913	GO:0000815(PANTHER)|GO:0005771(PANTHER)|GO:0006900(PANTHER)|GO:0007034(InterPro)|GO:0032511(PANTHER)
Anofun|LOC125769084	GO:0016460(PANTHER)
Anogam|LOC1269318	-
Anoalb|LOC118465959	GO:0003777(InterPro)|GO:0007018(InterPro)
Anoalb|LOC118467735	GO:0005789(PANTHER)|GO:0036503(PANTHER)
Anoalb|LOC118467626	GO:0000978(PANTHER)|GO:0001228(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)
Anoara|LOC120901247	GO:0016604(PANTHER)|GO:0045893(PANTHER)
Anoalb|LOC118462937	GO:0002028(PANTHER)
Anoalb|LOC118457882	-
Anogam|LOC133392745	-
Anoalb|LOC118457935	GO:0004674(PANTHER)
Anogam|LOC1279810	GO:0000226(InterPro)|GO:0000278(PANTHER)|GO:0000922(InterPro)|GO:0000930(PANTHER)|GO:0005815(InterPro)|GO:0007020(PANTHER)|GO:0007020(InterPro)|GO:0031122(PANTHER)|GO:0043015(InterPro)|GO:0043015(PANTHER)|GO:0051011(PANTHER)|GO:0051225(PANTHER)|GO:0051321(PANTHER)
Anogam|LOC1281414	GO:0000407(PANTHER)|GO:0000422(PANTHER)|GO:0005776(PANTHER)|GO:0006914(InterPro)|GO:0034497(PANTHER)|GO:0034727(PANTHER)|GO:0061709(PANTHER)
Anoste|protein7629	GO:0000338(InterPro)|GO:0008180(PANTHER)|GO:0008180(InterPro)|GO:0010387(InterPro)
Anoara|LOC120899773	GO:0000287(PANTHER)|GO:0005509(PANTHER)|GO:0055074(PANTHER)
Anogam|LOC133391455	-
Anoste|protein8423	GO:0005739(PANTHER)|GO:0008111(PANTHER)|GO:0008206(PANTHER)
Anoara|LOC120895016	-
Anoste|protein2368	GO:0000049(PANTHER)|GO:0005737(PANTHER)|GO:0006450(PANTHER)|GO:0016779(PANTHER)
Anogam|LOC1280315	-
Anoalb|LOC118466423	GO:0005737(PANTHER)|GO:0008612(PANTHER)|GO:0008612(InterPro)|GO:0034038(PANTHER)
Anoste|protein18483	GO:0007015(PANTHER)|GO:0015629(PANTHER)|GO:0051015(PANTHER)
Anoste|protein433	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0003700(InterPro)|GO:0005634(PANTHER)|GO:0006357(PANTHER)|GO:0045944(InterPro)
Anoalb|LOC118459845	GO:0005669(PANTHER)|GO:0006366(InterPro)|GO:0006366(PANTHER)
Anoalb|LOC118465820	GO:0004653(PANTHER)|GO:0005794(PANTHER)|GO:0006493(PANTHER)
Anogam|LOC1272491	-
Anoalb|LOC118457485	GO:0000978(PANTHER)|GO:0003700(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)
Anoalb|LOC118456808	GO:0006338(PANTHER)|GO:0006338(InterPro)|GO:0031011(PANTHER)|GO:0031011(InterPro)
Anoste|protein10355	GO:0010508(PANTHER)|GO:0032007(InterPro)|GO:0034198(PANTHER)|GO:0038202(PANTHER)|GO:1904262(PANTHER)|GO:1990130(PANTHER)
Anogam|LOC3291540	GO:0016491(PANTHER)|GO:0050660(InterPro)
Anogam|LOC1277138	GO:0004252(PANTHER)
Anoalb|LOC118456603	GO:0003713(PANTHER)|GO:0008134(PANTHER)|GO:0016592(PANTHER)|GO:0045944(PANTHER)
Anoalb|LOC118456328	GO:0000981(PANTHER)|GO:0000987(PANTHER)|GO:0005634(PANTHER)|GO:0042594(PANTHER)
Anoara|LOC120907109	GO:0000785(PANTHER)|GO:0003712(PANTHER)|GO:0006357(PANTHER)|GO:0016925(PANTHER)|GO:0030374(PANTHER)|GO:0061665(PANTHER)
Anogam|LOC1272908	-
Anogam|LOC1274219	GO:0003980(InterPro)|GO:0003980(PANTHER)|GO:0005783(PANTHER)|GO:0009101(InterPro)|GO:0018279(PANTHER)|GO:0036503(PANTHER)|GO:0051082(PANTHER)
Anoara|LOC120894127	-
Anogam|LOC4578201	GO:0000492(PANTHER)|GO:0003723(InterPro)|GO:0005634(PANTHER)
Anoste|protein3180	GO:0000813(PANTHER)|GO:0008333(PANTHER)|GO:0043130(PANTHER)
Anoalb|LOC118462459	GO:0003713(PANTHER)|GO:0008134(PANTHER)|GO:0016592(PANTHER)|GO:0045944(PANTHER)
Anoalb|LOC118459847	GO:0004930(PANTHER)|GO:0005886(PANTHER)|GO:0043410(PANTHER)|GO:0071880(PANTHER)
Anoalb|LOC118458848	GO:0004035(PANTHER)|GO:0016311(PANTHER)|GO:0016791(InterPro)
Anoste|protein1468	GO:0004601(PANTHER)
Anogam|LOC1277451	GO:0005856(InterPro)|GO:0030036(PANTHER)|GO:0030036(InterPro)|GO:0031209(PANTHER)|GO:0034237(PANTHER)|GO:0071933(PANTHER)|GO:2000601(PANTHER)
Anoara|LOC120905139	GO:0017124(PANTHER)
Anoalb|LOC118463273	GO:0003735(PANTHER)|GO:0015935(PANTHER)|GO:0019843(PANTHER)|GO:0019843(InterPro)|GO:0022627(PANTHER)|GO:0042274(PANTHER)
Anoste|protein14659	GO:0007269(PANTHER)|GO:0030672(PANTHER)
Anogam|LOC1277598	-
Anoara|LOC120895039	GO:0005615(PANTHER)
Anoalb|LOC118465991	GO:0005737(PANTHER)|GO:0034451(PANTHER)|GO:0036158(PANTHER)|GO:0036159(PANTHER)|GO:0044458(PANTHER)
Anoste|protein15857	-
Anoara|LOC120905460	GO:0005789(PANTHER)|GO:0036503(PANTHER)
Anogam|LOC1272378	-
Anogam|LOC1274817	-
Anoalb|LOC118464582	GO:0005615(PANTHER)|GO:0031012(PANTHER)
Anoalb|LOC118459750	-
Anoste|protein734	GO:0005634(PANTHER)|GO:0006357(PANTHER)
Anoste|protein3080	GO:0008010(PANTHER)|GO:0062129(PANTHER)
